Date,Open,High,Low,Close,Volume
2025-02-09 19:42:48.956248,103.7846229446714,105.85448954942402,103.01730433350657,104.10386144775997,5318000
2025-02-10 19:42:48.956248,103.98284739560376,105.04953544036667,102.63865050676618,103.13800625288461,8796479
2025-02-11 19:42:48.956248,103.41857572964321,104.13057697153413,102.99806826258461,102.39064368498784,6009025
2025-02-12 19:42:48.956248,102.66703690192581,104.15573251747286,102.40093488390663,102.0262629929433,2497142
2025-02-13 19:42:48.956248,103.5331281493934,104.13402788170127,102.6782844245148,104.0539573263186,8726098
2025-02-14 19:42:48.956248,103.47843242343195,105.28807090039624,101.74845730565647,103.73801783596942,4356280
2025-02-15 19:42:48.956248,105.0996224981664,106.03883675715902,103.05931728369663,104.27683211273224,8781531
2025-02-16 19:42:48.956248,106.1986976788732,106.9311703259624,104.915366737493,105.25075685609232,5847252
2025-02-17 19:42:48.956248,106.81143589384806,108.712035796598,105.43585507658473,105.74917403683605,4912978
2025-02-18 19:42:48.956248,102.94115860581623,104.54523412654716,101.8014747709965,103.80459636113348,7516965
2025-02-19 19:42:48.956248,101.72076369747843,102.84311437842705,101.21339157436336,101.00897597131568,7396799
2025-02-20 19:42:48.956248,102.70600505345887,104.52869572198526,100.67179026141517,103.11443728460735,5488626
2025-02-21 19:42:48.956248,106.58320150853167,107.52781338880436,104.73751972744367,105.61347576546942,1230075
2025-02-22 19:42:48.956248,106.4509090971856,107.5684893603129,106.31798957310045,107.18134367786476,3035112
2025-02-23 19:42:48.956248,108.17382227226912,109.0758285930416,106.71973791210168,107.5649025567312,4527283
2025-02-24 19:42:48.956248,110.1368040112043,111.82511506768908,108.52181203376556,110.98539293496773,8994037
2025-02-25 19:42:48.956248,109.81781024317873,110.91005381345019,109.22737102891826,109.88045473387645,1902946
2025-02-26 19:42:48.956248,110.74656977988171,112.93968516232881,108.9108382155804,111.72683174186507,1221296
2025-02-27 19:42:48.956248,109.61355211922609,111.59110247501187,107.88351985857177,108.67326179231385,8337084
2025-02-28 19:42:48.956248,113.9086520604632,115.9088720044845,113.44221858729647,114.3192172492392,6022506
2025-03-01 19:42:48.956248,111.828317945325,113.44242575417856,111.6855558625539,111.79736800799054,3098471
2025-03-02 19:42:48.956248,107.48837410961829,108.59394040035201,107.2499742051736,107.14071981340969,2224936
2025-03-03 19:42:48.956248,109.24301709749037,109.5688901171531,108.68650978793286,109.13018954285752,8389341
2025-03-04 19:42:48.956248,106.7375184698669,108.62622584487751,104.71524242682807,106.56411257232222,9967401
2025-03-05 19:42:48.956248,101.01215987846858,101.26316233638158,100.63644337305192,101.2130485362214,4198570
2025-03-06 19:42:48.956248,97.08289792721244,97.73741560998369,96.14826670635563,97.29491604382075,5264450
2025-03-07 19:42:48.956248,95.33094969051022,97.02207164424985,93.55743757857783,94.69219103368991,6843192
2025-03-08 19:42:48.956248,94.17617192246097,95.9238228344305,93.26182033179938,93.81700751614547,6983019
2025-03-09 19:42:48.956248,92.5160945137938,92.96310218274756,92.03022411968733,92.63730237396948,8559700
2025-03-10 19:42:48.956248,95.00300591968973,95.06944546705382,93.53202055896254,94.42842939273764,3285207
2025-03-11 19:42:48.956248,93.44046001676949,95.00796772546182,92.54943483062883,93.58923930288687,1556209
2025-03-12 19:42:48.956248,92.86285870130517,93.90026997486936,92.70330683792169,93.64824981545688,2989110
2025-03-13 19:42:48.956248,90.259405589551,91.20416933964532,90.25019039761061,90.94904768487515,4029041
2025-03-14 19:42:48.956248,89.37641301544926,89.45895074594056,88.35231147903595,89.33101215027332,8300386
2025-03-15 19:42:48.956248,89.9022948134386,91.04478336561124,88.26749442236796,89.6222294458042,4147531
2025-03-16 19:42:48.956248,89.00295938595264,90.59147273418257,87.83705383089044,89.50717934211832,6872881
2025-03-17 19:42:48.956248,91.49780015652887,93.06037486686623,90.1310499887708,91.29994231989784,2375682
2025-03-18 19:42:48.956248,85.741999130883,87.20297318668946,85.19797037514095,86.24808633129915,4888064
2025-03-19 19:42:48.956248,82.46399293812509,82.77488338740427,81.55779771657073,82.77802527765917,4238543
2025-03-20 19:42:48.956248,82.6629861245536,83.688046720658,82.5014184640104,82.9468660819409,4676984
2025-03-21 19:42:48.956248,80.72503072411715,81.18265122206215,79.31431552954183,80.5074568696005,2014397
2025-03-22 19:42:48.956248,81.33994540610253,82.58046119796005,80.81668551682831,82.05264680400546,8782753
2025-03-23 19:42:48.956248,83.22641192443574,84.36148431965529,82.49648954151809,83.59324631111315,2047771
2025-03-24 19:42:48.956248,82.54515429611097,83.04395933106439,81.11459250384817,82.82146508728495,5482718
2025-03-25 19:42:48.956248,82.07955551311919,83.43978246581725,81.13762967849995,81.38768111356859,2870324
2025-03-26 19:42:48.956248,83.86564810720643,84.76183542253378,82.35223732762691,83.76203239019019,9693637
2025-03-27 19:42:48.956248,86.91055708430395,88.29658221705789,86.36506947007395,87.07446523938464,9434837
2025-03-28 19:42:48.956248,87.32808918934553,88.6341846197296,85.72894855238096,87.87256650560106,7654037
2025-03-29 19:42:48.956248,89.73544822669952,91.24973246083034,89.27523517884926,89.41778999857104,8792535
2025-03-30 19:42:48.956248,90.47756819545306,90.90490189219071,89.83329248113667,90.63417066442219,4446690
2025-03-31 19:42:48.956248,91.65431670502743,91.74484917150966,90.40346141559327,91.7020281718144,8020768
2025-04-01 19:42:48.956248,91.72690274745516,92.92603118579811,91.59501682376062,91.48338806312978,4182030
2025-04-02 19:42:48.956248,91.82791908386965,93.60954761358333,90.61291692921218,91.2514153097333,1530591
2025-04-03 19:42:48.956248,89.13055974928749,90.6408691316108,88.15459628345317,89.48981299418061,3355813
2025-04-04 19:42:48.956248,89.95686042394992,89.97922065693075,89.30185781126623,90.51983011180668,1106880
2025-04-05 19:42:48.956248,89.62630045827837,89.86741258154967,88.83292433497067,90.10438560903799,6851937
2025-04-06 19:42:48.956248,91.22024046732584,92.33440774407664,89.68110772231584,90.9976044204118,8355490
2025-04-07 19:42:48.956248,90.35618703579608,90.85806115750181,88.56887554808442,91.13964924536415,5444042
2025-04-08 19:42:48.956248,90.63224464471747,91.62955934439225,89.50057484205374,91.01498373202558,1208766
2025-04-09 19:42:48.956248,91.63899514882411,93.25442104013254,90.12015505292652,92.15664219563789,7968189
2025-04-10 19:42:48.956248,91.40553129293897,92.73095532743477,90.82983298244477,91.68544807574801,4249750
2025-04-11 19:42:48.956248,91.58751991833482,93.33217025434247,90.6437156156086,92.47408781726106,8949789
2025-04-12 19:42:48.956248,93.70285724869622,94.70498860312196,92.4758151570536,93.7244531599215,1410115
2025-04-13 19:42:48.956248,91.76388707247737,92.98555097534539,91.54152835927255,91.82933690834803,2991294
2025-04-14 19:42:48.956248,88.60722772310258,90.13529584876157,87.15229977153928,88.6343648023939,7185678
2025-04-15 19:42:48.956248,85.23041439403825,85.38202332357373,85.12049599784682,85.49612767772936,2501679
2025-04-16 19:42:48.956248,87.2757961320857,88.26231744892812,86.02283629950125,87.97851789305889,8767401
2025-04-17 19:42:48.956248,88.3043835968285,89.11162495400195,87.21785619796904,89.05170419857201,9112210
2025-04-18 19:42:48.956248,88.26755698945453,88.77809069066402,87.90963991454038,88.43927455603122,7802561
2025-04-19 19:42:48.956248,88.89636265284123,90.62792373118454,87.45956319399241,88.25618370188775,4763480
2025-04-20 19:42:48.956248,89.2161869379211,89.45085494123853,88.27206330696949,88.75807034171136,8817326
2025-04-21 19:42:48.956248,88.00103070841469,88.41139302953891,86.77288539155572,87.82346515075835,3366078
2025-04-22 19:42:48.956248,85.26148100148122,85.93216231405543,84.96450135922329,85.88512615132618,5410769
2025-04-23 19:42:48.956248,85.0279417505177,85.30938254033993,83.45631859336318,85.1270845645172,8267955
2025-04-24 19:42:48.956248,86.49844464959793,87.61824839326253,85.14454929311374,87.35897001325259,4126097
2025-04-25 19:42:48.956248,84.57401014645987,85.73998264958033,83.44565340601382,85.02328364221826,4221229
2025-04-26 19:42:48.956248,83.59611079366562,84.82292942332218,82.80633266492075,83.37678217479491,1187083
2025-04-27 19:42:48.956248,83.75854522345276,84.31481617774473,82.70257987201224,83.0339289673913,5985964
2025-04-28 19:42:48.956248,82.50463620523608,83.01907313738796,81.55671797713663,82.95768763717479,8166576
2025-04-29 19:42:48.956248,81.61966464529841,82.48536860125952,80.23465098577226,81.78877433611017,9307267
2025-04-30 19:42:48.956248,79.72893628823236,80.91952619218412,78.4493409955729,79.79028801046316,4323139
2025-05-01 19:42:48.956248,78.95660744215509,79.1845277532837,77.48442892530562,78.35650880719447,1419845
2025-05-02 19:42:48.956248,76.73093356161276,77.05376247091773,75.39893827624529,76.63335033193958,9844265
2025-05-03 19:42:48.956248,74.72180132101418,76.03896101070765,74.05413744846953,74.58574486225585,4851025
2025-05-04 19:42:48.956248,74.07990131137112,75.31532011798927,73.73578138534857,74.41808964338279,3312921
2025-05-05 19:42:48.956248,73.87755153308599,73.94534552080108,72.85396879346737,73.9310111710332,6709571
2025-05-06 19:42:48.956248,74.97702655773944,76.02158128087633,74.38391375121692,75.35341474461127,1136391
2025-05-07 19:42:48.956248,76.52234401909388,77.08021578513942,75.93113369017186,76.95636196292308,3391740
2025-05-08 19:42:48.956248,77.2750370396845,78.18751839496647,76.7820542057804,77.14420591348373,6924310
2025-05-09 19:42:48.956248,77.74014155945399,78.28796152040233,77.30959679010928,78.46357025983696,1060554
2025-05-10 19:42:48.956248,79.61658910846076,80.59739984842578,78.34790691037018,79.46347665736552,2360333
2025-05-11 19:42:48.956248,77.24855832134719,77.5290928594212,75.78323268929641,77.82962154981188,2943148
2025-05-12 19:42:48.956248,79.03940243146201,79.66206925841966,78.09683283523614,79.77387560744408,3467290
2025-05-13 19:42:48.956248,78.21130462572478,78.59109830313461,76.92789929411339,77.5480796337528,8665446
2025-05-14 19:42:48.956248,75.42867613842091,75.56945020101656,74.17922122899573,75.92130124087434,6399986
2025-05-15 19:42:48.956248,75.71063589800227,75.88253777845622,74.69911958961062,75.01825872419157,2997682
2025-05-16 19:42:48.956248,76.30024665137105,76.31348051933387,75.050286502622,75.69622891020174,7044520
2025-05-17 19:42:48.956248,76.56409937605594,76.77030025251042,75.4807553654703,77.0031449685012,3064137
2025-05-18 19:42:48.956248,76.48609636092984,77.01483545818702,76.09662975197122,76.62728859587587,3869332
2025-05-19 19:42:48.956248,76.8960563295577,76.92369717471567,76.44810676955818,76.65342552403744,2623705
