Date,Open,High,Low,Close,Volume
2025-02-09 19:42:48.973016,162.3580668661562,163.65779732862998,159.26855579351633,161.28014556355407,4405738
2025-02-10 19:42:48.973016,162.13538618881844,164.7384687439998,161.85968613139235,163.23466090056485,8852774
2025-02-11 19:42:48.973016,163.1564648584257,164.86562441181752,159.8998915063608,164.14255884917952,6487756
2025-02-12 19:42:48.973016,163.0475818414206,163.64455377163682,160.91243483446584,163.64071846903798,9809958
2025-02-13 19:42:48.973016,168.46837106713397,169.51269895738326,167.97320342334055,169.14405481093786,7732602
2025-02-14 19:42:48.973016,161.54252821042593,162.8815909637539,160.46294852304143,161.06295332847805,7323393
2025-02-15 19:42:48.973016,160.45626324098714,161.79989792266122,158.60017303655647,160.974771634405,6829441
2025-02-16 19:42:48.973016,160.83184451072674,162.29767601274324,158.64310313765807,159.58749733499326,1745857
2025-02-17 19:42:48.973016,159.62120089314075,159.87903440618987,157.81637440626656,159.8203404172382,9284327
2025-02-18 19:42:48.973016,158.42171964227433,159.5180082132363,158.1940436636171,158.05789859030023,4583921
2025-02-19 19:42:48.973016,159.3027725685624,162.0295537482874,156.2113064265417,160.74194574688264,3745335
2025-02-20 19:42:48.973016,163.6082847269345,164.50688540225187,162.24745897325133,164.8375652198358,1492363
2025-02-21 19:42:48.973016,164.27192788553174,165.12264301784566,161.45952663388275,163.41988340240155,7983410
2025-02-22 19:42:48.973016,157.6393817579841,157.99070471551337,157.3642780094864,157.6006225484472,3991559
2025-02-23 19:42:48.973016,160.23202816346176,163.18365050929654,157.12421417293493,159.14339553633673,5660658
2025-02-24 19:42:48.973016,161.12519404831056,161.93784315188515,160.19822050207665,160.77783867966122,7438102
2025-02-25 19:42:48.973016,162.30043945514706,163.80871480358036,159.2012279616313,163.35612748111353,8627812
2025-02-26 19:42:48.973016,167.0766086355463,167.97001071356564,165.3060310582905,165.7094828510908,2782387
2025-02-27 19:42:48.973016,169.3791026271607,171.03415389512966,166.2703822343507,168.63953447722133,9907409
2025-02-28 19:42:48.973016,162.63140679429475,165.32960754473308,159.89098257209724,163.8111263249948,6521508
2025-03-01 19:42:48.973016,163.80475316149688,166.998860582993,161.54528176573234,163.1115626792173,6422788
2025-03-02 19:42:48.973016,159.9167053920317,160.5716140207517,157.20088023381547,158.50761511034008,3713478
2025-03-03 19:42:48.973016,160.642167652664,162.9085865740076,158.18423619542372,159.22040331769495,5023942
2025-03-04 19:42:48.973016,160.1695502859676,162.74278457547743,158.98917525020667,161.3728618227963,3341026
2025-03-05 19:42:48.973016,157.11193390881033,160.19751202067914,156.5229269972162,157.0467065908917,3143874
2025-03-06 19:42:48.973016,158.473493128589,160.48092241620304,155.98266681300862,157.17855009616108,7038153
2025-03-07 19:42:48.973016,157.32139565764962,160.4141598539358,155.08452821391356,157.1890486131369,7038360
2025-03-08 19:42:48.973016,157.70955201012282,158.4228950557393,157.24409773652022,158.86440046695122,1333087
2025-03-09 19:42:48.973016,157.9798359208139,158.41274683299326,155.6013625034622,158.05809407038095,6153617
2025-03-10 19:42:48.973016,154.80372883574404,155.48279688207194,154.05465641380113,154.31106348543324,2014464
2025-03-11 19:42:48.973016,156.35850732192742,158.37630664046932,156.3347100807143,157.47824557833013,2146631
2025-03-12 19:42:48.973016,153.71890279873253,156.36091303886124,153.24214826862618,154.39082552981083,7076756
2025-03-13 19:42:48.973016,147.21497224074372,148.45812858829493,144.42765935391816,148.3620125758216,1232858
2025-03-14 19:42:48.973016,143.8196287577659,145.19507692453624,142.91487290585584,144.668166786106,5440327
2025-03-15 19:42:48.973016,146.3811075316181,147.26903251163657,145.86595063817532,146.29922294104574,8935966
2025-03-16 19:42:48.973016,140.93744369589132,141.11452783953587,138.3992764222803,140.288509309737,9974537
